seller_state,seller_zip_code_prefix,geolocation_lat,geolocation_lng,total_reviews,avg_review_score,percentage_negative_reviews
SP,8655,-23.593812738366196,-46.305685701872925,63,3,0
SP,8773,-23.513611625675388,-46.189675064897848,304,3,0
SP,8780,-23.520213894289636,-46.177322691636633,223,3,0
SP,9561,-23.639014704435141,-46.556937578930487,55,3,0
SP,9861,-23.707693503963558,-46.581331687353092,279,3,0
SP,13086,-22.820556839802265,-47.051098260593278,68,3,0
SP,13710,-21.703495030535557,-47.276353860301036,105,3,0
SP,14026,-21.214889830150021,-47.821600486495029,189,3,0
SP,17600,-21.934484546249049,-50.513982294306906,135,3,0
SP,18070,-23.473530654207146,-47.483469553604245,101,3,0
PR,81110,-25.50251900304163,-49.290853752963571,447,3.33,0
SP,3103,-23.554371385066929,-46.610592337915648,130,3.4,0
MG,35044,-18.885475513209144,-41.947322164437068,140,3.5,0
PR,82220,-25.366232816434106,-49.268408726171131,472,3.5,0
SP,2562,-23.486865983021119,-46.673798243568626,72,3.5,0
SP,2925,-23.501946754118059,-46.69850016324397,242,3.5,0
SP,3643,-23.527858384578472,-46.5342430265146,24,3.5,0
SP,6787,-23.62370013493997,-46.800395487734228,232,3.5,0
SP,8220,-23.537410323865345,-46.4665830677809,362,3.5,0
SP,12231,-23.224372002311345,-45.882059803885284,170,3.5,0
SP,14860,-21.190885638654137,-48.156208788295046,308,3.5,0
RJ,27972,-22.32810184283327,-41.764393619733724,9,3.67,0
SP,11440,-23.983786906789256,-46.24074680750369,900,3.67,0
PR,87043,-23.401267513818844,-51.894333047844469,847,3.71,0
SC,88138,-27.753926417441956,-48.633494164318265,147,3.71,0
SP,12270,-23.261683030447273,-45.698152136677017,72,3.75,0
SP,13530,-22.252002596014556,-47.815431124514092,320,3.75,0
MG,36071,-21.772902260434627,-43.316192696039359,220,3.8,0
MG,38680,-15.920350682439093,-46.107735032841582,890,3.8,0
ES,29161,-20.223980207912057,-40.275818521685459,324,3.83,0
RJ,23954,-23.012719917722833,-44.537119530046496,558,3.83,0
BA,44002,-12.253205687347366,-38.967643931088922,147,4,0
BA,44600,-12.154533930203858,-39.740460540058017,75,4,0
ES,29104,-20.366701930567036,-40.317189217819909,152,4,0
GO,74340,-16.720564633183727,-49.31057114298072,28,4,0
MG,30710,-19.913379943766735,-43.958701894762953,452,4,0
MG,35300,-19.787035607141231,-42.1378858141528,1410,4,0
MG,36200,-21.227355100370914,-43.772684660985533,276,4,0
MG,36201,-21.22572226076726,-43.788917281738108,121,4,0
MS,79104,-20.46285138608458,-54.691033888564334,54,4,0
PB,58400,-7.21946865312162,-35.890098822781525,244,4,0
PR,80320,-25.460581186381447,-49.2943638668101,282,4,0
PR,82130,-25.378601695253309,-49.277006664513252,87,4,0
PR,84600,-26.230550326532917,-51.08592558853443,282,4,0
PR,85813,-24.936834324437243,-53.451615089068987,198,4,0
PR,85865,-25.51124719435153,-54.585741372557344,66,4,0
PR,86802,-23.569465190152844,-51.467625476839153,210,4,0
PR,86990,-23.483924340352385,-51.799909104330055,137,4,0
PR,87014,-23.428802653557174,-51.948194361390449,196,4,0
RJ,20710,-22.908308587634593,-43.2764243094503,163,4,0
RJ,20735,-22.900247004009792,-43.286209546514364,346,4,0
RJ,20766,-22.865673065092224,-43.289317820043124,117,4,0
RJ,20920,-22.895244859672268,-43.231902550437006,103,4,0
RJ,24240,-22.897237232548914,-43.099157564286934,498,4,0
RJ,24310,-22.911032821316404,-43.067426812379047,108,4,0
RJ,26230,-22.754343447271268,-43.428743799002376,13,4,0
RJ,27963,-22.339397511937925,-41.756303925299918,117,4,0
RJ,28633,-22.238025218273108,-42.525863570577968,118,4,0
RS,90520,-30.016072959902225,-51.178921325677862,195,4,0
RS,93310,-29.682712407822727,-51.137380013249334,93,4,0
RS,95660,-29.511355583933103,-50.781150737872743,122,4,0
RS,96400,-31.327267622414183,-54.106450230952454,309,4,0
RS,96503,-30.023143547065175,-52.91233224127847,162,4,0
RS,98290,-28.207322126321767,-53.484839056818558,20,4,0
SC,88036,-27.589316882452707,-48.522468141462461,705,4,0
SC,88061,-27.581084617185542,-48.431136008267721,96,4,0
SC,88354,-27.109672597746449,-48.926611836822708,79,4,0
SC,89046,-26.932024747628567,-49.142028750845995,60,4,0
SC,89114,-26.935130994148345,-48.937927224660271,62,4,0
SC,89180,-27.196142733793458,-49.79595722328515,84,4,0
SC,89287,-26.23982455125158,-49.395229353237859,82,4,0
SC,89540,-26.960282815228823,-50.418345640869077,216,4,0
SP,1140,-23.52043844370904,-46.669237168440389,88,4,0
SP,1226,-23.538010108905681,-46.652719268127562,163,4,0
SP,1238,-23.542571396851141,-46.654243331040654,164,4,0
SP,1254,-23.543337420255035,-46.680852402934015,39,4,0
SP,2051,-23.509988340079175,-46.607764415391053,24,4,0
SP,2316,-23.46226583678213,-46.593839689926646,51,4,0
SP,2320,-23.451350418041017,-46.59842363518738,22,4,0
SP,2411,-23.475647989606813,-46.624323303753307,29,4,0
SP,3009,-23.53617487378618,-46.620555388073328,24,4,0
SP,3508,-23.534740026397674,-46.532931308976629,75,4,0
SP,3526,-23.552539943539777,-46.501491663111373,64,4,0
SP,4216,-23.59669192233509,-46.600517415347056,168,4,0
SP,4256,-23.629571420528869,-46.591506717243746,196,4,0
SP,4291,-23.617286932860615,-46.612954616024282,52,4,0
SP,4447,-23.689349532967483,-46.67905904490646,198,4,0
SP,4508,-23.589413168054406,-46.669423768205831,74,4,0
SP,4735,-23.642694460596939,-46.697389538991324,75,4,0
SP,4756,-23.646983781242419,-46.718721595903268,25,4,0
SP,4810,-23.711358324499422,-46.697948274788743,48,4,0
SP,4815,-23.7038084622485,-46.691298009855004,148,4,0
SP,6332,-23.548805967177675,-46.830240453234367,540,4,0
SP,7056,-23.460297379673914,-46.565826636960892,246,4,0
SP,7124,-23.433637357810877,-46.533772824799478,720,4,0
SP,7791,-23.406857959687006,-46.861154337169204,26,4,0
SP,8320,-23.627052219278013,-46.473162413196341,187,4,0
SP,8502,-23.539476765497849,-46.358467614838027,71,4,0
SP,9170,-23.708544965481256,-46.508888110317478,204,4,0
SP,12051,-23.012008743429295,-45.585652014090726,70,4,0
SP,12944,-23.109338900643962,-46.55435220767658,85,4,0
SP,13042,-22.94626727954731,-47.05049823985393,190,4,0
SP,13382,-22.800422818214695,-47.307463665596643,24,4,0
SP,14027,-21.223533543713227,-47.831045292395338,212,4,0
SP,14402,-20.523653408304657,-47.364272201308715,125,4,0
SP,15131,-20.811510502211757,-49.528907048782649,6,4,0
SP,15802,-21.143388951956975,-48.995313956819665,53,4,0
SP,17201,-22.294360298173423,-48.558523688387339,460,4,0
SP,18035,-23.501008718763487,-47.462025917264221,140,4,0
SP,18047,-23.520376831300773,-47.462984652656338,196,4,0
SP,18682,-22.609897676638745,-48.796236988898158,141,4,0
SP,19865,-22.815272553334729,-50.791271567189511,90,4,0
SP,91520,-30.068075416697393,-51.166947204845911,450,4,0
SP,3449,-23.556051532494397,-46.522617210633513,432,4.13,0
SP,5353,-23.560339094133639,-46.750915870910276,424,4.13,0
PR,83040,-25.519002601110358,-49.192980370956327,553,4.14,0
RS,95082,-29.177823685225739,-51.173280507190704,585,4.15,0
MG,38650,-16.562527667206663,-45.9986358674731,240,4.17,0
MS,79090,-20.477707649463678,-54.649543160399986,540,4.17,0
RS,91740,-30.108668249875187,-51.222253899037455,1104,4.17,0
SP,13575,-22.03350616336224,-47.90892483428425,906,4.17,0
SP,13820,-22.692948844892875,-46.982877540293387,6240,4.17,0
GO,74230,-16.715024062717184,-49.267861478851536,915,4.2,0
PR,87013,-23.422486463916389,-51.938405087888469,2670,4.2,0
SP,1220,-23.544514011109733,-46.646039902219421,385,4.2,0
SP,4602,-23.62233297286533,-46.681448461259365,820,4.2,0
SP,8021,-23.500142370129407,-46.434585548973615,730,4.2,0
PR,85900,-24.728207522483689,-53.739927791900911,1125,4.22,0
SP,13900,-22.703127966651628,-46.766321367772882,1467,4.22,0
ES,29315,-20.8471643979521,-41.154845525611492,220,4.25,0
MG,36408,-20.653420745756151,-43.797692453242988,100,4.25,0
PR,82900,-25.445796262194055,-49.223851361950636,312,4.25,0
RJ,21941,-22.833834004293305,-43.248856689738815,3384,4.25,0
SP,3659,-23.52154004341396,-46.511399044296709,120,4.25,0
SP,4141,-23.610056989230383,-46.633258352788346,464,4.25,0
SP,4144,-23.619119647963505,-46.638892604708978,468,4.25,0
SP,5319,-23.541812281010845,-46.730686517778132,268,4.25,0
SP,11709,-24.078626536796136,-46.589342866384328,184,4.25,0
SP,81560,-25.486783628777115,-49.217558003508479,424,4.25,0
SC,88780,-28.231882617674771,-48.679331953881629,3458,4.29,0
SP,3644,-23.526008583418214,-46.53344298946832,154,4.29,0
SP,5059,-23.533493438448822,-46.711300979148106,105,4.29,0
SC,88352,-27.076616866728674,-48.893194732832846,950,4.3,0
SP,12943,-23.1277768926163,-46.56912055201628,770,4.3,0
RJ,28495,-21.625829988988212,-42.104890897999013,1843,4.32,0
ES,29600,-20.076821553002272,-41.123711382321261,540,4.33,0
GO,74210,-16.695508962667137,-49.2771091317639,606,4.33,0
MG,37975,-20.744288365201509,-46.75138057010448,243,4.33,0
MG,38182,-19.605227525304731,-46.925874907431165,348,4.33,0
MG,38401,-18.891615962728597,-48.289815516376116,1077,4.33,0
PE,55602,-8.1205022733427175,-35.296470274753077,96,4.33,0
SC,89248,-26.034602380283911,-48.853541115294441,270,4.33,0
SP,1215,-23.536167399914945,-46.647541857865356,165,4.33,0
SP,2880,-23.466680620069337,-46.67222685571889,66,4.33,0
SP,3182,-23.559437636506495,-46.591427830678711,177,4.33,0
SP,3370,-23.569921847630312,-46.559308759694915,99,4.33,0
SP,4537,-23.593127930787567,-46.67676098288306,366,4.33,0
SP,5061,-23.539553595497516,-46.704718778858336,147,4.33,0
SP,6694,-23.54279078074331,-46.9386624426971,189,4.33,0
SP,8810,-23.501501454838419,-46.150670155427882,300,4.33,0
SP,8840,-23.482177500178668,-46.13804883519812,180,4.33,0
SP,9540,-23.624968420796606,-46.566194355285852,855,4.33,0
SP,9690,-23.67512052046354,-46.590615313957407,342,4.33,0
SP,12941,-23.123122478910513,-46.54158063237093,165,4.33,0
SP,13041,-22.919581236170725,-47.057231437492767,990,4.33,0
SP,13273,-22.947210194441976,-46.977422045432668,234,4.33,0
SP,13600,-22.355359127465096,-47.384915976643853,585,4.33,0
SP,15061,-20.810360710791411,-49.348545458599808,636,4.33,0
SP,15940,-21.267134804144064,-48.686678524301236,96,4.33,0
SP,18030,-23.510538970251268,-47.459669789855447,273,4.33,0
SP,37540,-22.2472109395068,-45.707520677612152,1101,4.33,0
PR,84920,-23.811996542515296,-50.140142508208783,231,4.36,0
PR,83070,-25.52021966535569,-49.125033050362866,627,4.37,0
SP,4251,-23.625770009445606,-46.59703636643912,216,4.37,0
MG,35557,-20.282776843212414,-44.831468417027196,744,4.38,0
SP,5782,-23.651293938017016,-46.766853457232763,4095,4.38,0
SP,15806,-21.132611570322503,-48.958771214457663,592,4.38,0
ES,29090,-20.25892061310897,-40.267567633948843,3075,4.4,0
GO,76330,-15.749187074941702,-49.3321053321499,475,4.4,0
SC,88390,-26.660970150266753,-48.691953317317825,510,4.4,0
SP,1320,-23.55795506229196,-46.639347399325395,145,4.4,0
SP,4083,-23.612920131950528,-46.66202770921538,165,4.4,0
SP,9726,-23.688079710607806,-46.561821378433,2000,4.4,0
SP,15803,-21.128726159505167,-48.99295367914727,250,4.4,0
SP,15807,-21.123848514798276,-48.951292084394325,345,4.4,0
GO,75123,-16.349355193273041,-48.95546714694175,506,4.41,0
SP,11990,-25.009292746688903,-47.931957103614323,1224,4.42,0
RS,90020,-30.030589473017823,-51.227697253280262,2219,4.43,0
SP,4365,-23.671616354938898,-46.64862369446783,182,4.43,0
SP,13214,-23.157994972014631,-46.918199852685873,2275,4.43,0
SP,14470,-20.248446312480414,-47.476741704155444,469,4.43,0
SP,17512,-22.158801244993853,-49.961505948982357,4232,4.43,0
SP,6311,-23.520892321810784,-46.845782840213083,684,4.44,0
SP,9443,-23.680644946961866,-46.349515209391846,117,4.44,0
SP,3612,-23.517499589303579,-46.53574289589708,429,4.45,0
CE,60110,-3.7350544672529069,-38.516716250629,272,4.5,0
GO,74343,-16.735880637541872,-49.302333067347362,90,4.5,0
MG,36052,-21.746968822869466,-43.346231922494134,504,4.5,0
MG,36773,-21.382655116417972,-42.703585357852553,464,4.5,0
MG,38410,-18.95417487194424,-48.237910594003623,520,4.5,0
MT,78820,-15.95127425196516,-54.985215952078029,200,4.5,0
PA,85960,-24.554525017898506,-54.058524957866723,2568,4.5,0
PR,81830,-25.517200416852475,-49.264433478949705,256,4.5,0
PR,81900,-25.539419304830496,-49.278123419246683,436,4.5,0
PR,81930,-25.561713581369549,-49.280817114420209,708,4.5,0
PR,85810,-24.951383297341977,-53.466850838064282,344,4.5,0
PR,87120,-23.614374068425704,-52.082794433928093,374,4.5,0
PR,87505,-23.7703038826882,-53.293996444343193,410,4.5,0
RJ,20785,-22.886593254313329,-43.267834200698552,306,4.5,0
RJ,21740,-22.88433305340309,-43.387504877344121,190,4.5,0
RJ,28660,-22.159688210798695,-42.416864954794448,250,4.5,0
RS,90560,-30.020688672514339,-51.200705977464828,238,4.5,0
RS,93040,-29.769156789229083,-51.1302496283369,102,4.5,0
SC,88113,-27.558023812867521,-48.631724845768538,1032,4.5,0
SC,88220,-27.104775732474042,-48.622296201371277,944,4.5,0
SC,88380,-26.760771390660459,-48.681909781747734,524,4.5,0
SC,89128,-26.719065127148426,-48.996191116022317,216,4.5,0
SC,89201,-26.301850904454422,-48.848394072332631,636,4.5,0
SC,89207,-26.323116974041859,-48.829531415166578,316,4.5,0
SC,89222,-26.267823839408241,-48.844918482119837,80,4.5,0
SC,89258,-26.491580915704766,-49.052080771769759,114,4.5,0
SC,89504,-26.775704753869572,-51.02952456825458,84,4.5,0
SP,1041,-23.543904587460361,-46.640046486444724,50,4.5,0
SP,1452,-23.574996445978105,-46.688879384035587,306,4.5,0
SP,2113,-23.517720495682248,-46.589226620340014,144,4.5,0
SP,2518,-23.509948394903557,-46.66534774802664,468,4.5,0
SP,2614,-23.472334583682709,-46.656578449510583,58,4.5,0
SP,2727,-23.496828619992471,-46.685783448823287,210,4.5,0
SP,2820,-23.452793107256145,-46.7089859418123,126,4.5,0
SP,2851,-23.459566190038178,-46.691376757463274,88,4.5,0
SP,3065,-23.537371432201045,-46.578948292315204,120,4.5,0
SP,3225,-23.58499497755642,-46.555883861294909,82,4.5,0
SP,3553,-23.534221738343238,-46.506857243060765,24,4.5,0
SP,4137,-23.609271700065435,-46.618554100991361,50,4.5,0
SP,4255,-23.623600984620353,-46.593152922957785,56,4.5,0
SP,4317,-23.641746702107138,-46.632826150011859,436,4.5,0
SP,4794,-23.620115819150989,-46.699787486896341,224,4.5,0
SP,4843,-23.742877396789829,-46.694417450156678,690,4.5,0
SP,5269,-23.433500783647112,-46.789179463286914,46,4.5,0
SP,5741,-23.610641270248983,-46.747853987433587,120,4.5,0
SP,6036,-23.558075939436662,-46.776020963910796,696,4.5,0
SP,6460,-23.498796088935535,-46.833058164462116,460,4.5,0
SP,6764,-23.615830177735244,-46.768532825283877,1688,4.5,0
SP,6807,-23.62700494903719,-46.823184504089369,276,4.5,0
SP,7082,-23.436537107307476,-46.54418094544431,310,4.5,0
SP,8593,-23.474479864080731,-46.306470801924526,38,4.5,0
SP,9060,-23.665535515458672,-46.54911497019458,1304,4.5,0
SP,9862,-23.701153113067196,-46.582928979996531,230,4.5,0
SP,11070,-23.956747673686252,-46.345271969117462,706,4.5,0
SP,12401,-22.920186332834536,-45.464402226796338,84,4.5,0
SP,13271,-22.972772340415194,-47.012240831955573,146,4.5,0
SP,13490,-22.481763564480129,-47.459958340316007,384,4.5,0
SP,13570,-22.030322642781439,-47.87949202618185,1584,4.5,0
SP,15603,-20.28692843368438,-50.241823438768563,52,4.5,0
SP,17030,-22.322001161380253,-49.045751302709554,464,4.5,0
SP,18120,-23.53650295835299,-47.188890116053265,2760,4.5,0
MG,30575,-19.973801098687215,-43.972640133729023,8476,4.54,0
GO,75124,-16.358532989500745,-48.966521031593871,110,4.55,0
MG,38701,-18.576407509710474,-46.525985923026447,2321,4.55,0
SP,4708,-23.629407616343116,-46.692129623686377,561,4.55,0
SP,8599,-23.465351131478318,-46.339597051068729,2706,4.55,0
SP,13482,-22.57998582211091,-47.428660045676835,3300,4.55,0
SP,18053,-23.501131587536285,-47.518579280491018,1705,4.55,0
SP,18530,-23.101621006440027,-47.711819140556763,3707,4.55,0
RJ,20770,-22.892631104117815,-43.286013573263176,4304,4.56,0
SP,3673,-23.514767910101419,-46.502507816631763,234,4.56,0
DF,71215,-15.813933452398979,-47.947024928343254,238,4.57,0
PR,81260,-25.482206654666104,-49.3524267635249,301,4.57,0
RJ,20761,-22.870098149013959,-43.297217917069595,350,4.57,0
SP,13825,-22.633046009436136,-47.052603912237743,1456,4.57,0
SP,19470,-21.773562635668821,-52.115709937410585,1946,4.57,0
SP,4041,-23.601426675448256,-46.644833875540336,1344,4.58,0
SP,9721,-23.719645866039087,-46.547525463855386,984,4.58,0
SP,13205,-23.247403321743981,-46.854640654102077,516,4.58,0
ES,29300,-20.847459653832125,-41.12005826115422,560,4.6,0
RJ,21020,-22.835828487618869,-43.276143784165548,1800,4.6,0
RJ,23062,-22.902657688976717,-43.599171932707534,1225,4.6,0
RJ,25530,-22.805973412779871,-43.3903648173854,190,4.6,0
SC,88351,-27.085078646516092,-48.917755702492265,410,4.6,0
SE,49055,-10.913110813044037,-37.0617440450815,305,4.6,0
SP,13073,-22.884602705368057,-47.067301883880077,645,4.6,0
SP,15290,-21.067287508771539,-50.144401871142136,1740,4.6,0
MG,31844,-19.838414207271072,-43.915671192936429,1080,4.61,0
SP,9130,-23.689444627914778,-46.505010348764131,1024,4.62,0
GO,74435,-16.665165674291451,-49.301681051149814,160,4.63,0
MG,31365,-19.866057111208956,-44.000745104103487,976,4.63,0
RS,95995,-28.871905438293481,-52.180111441190874,1224,4.63,0
RS,96203,-32.079231334862214,-52.156032771961506,1408,4.63,0
SP,7025,-23.482841435078154,-46.543453718193206,5880,4.63,0
SP,9180,-23.693393193642329,-46.5231844164656,2343,4.64,0
SP,13501,-22.425778361057304,-47.560436700322377,1890,4.64,0
SP,18604,-22.87581493362719,-48.427600745148105,363,4.64,0
SP,1529,-23.568439156874526,-46.634555491641358,2567,4.65,0
MG,33600,-19.613117562252089,-44.03989226354458,1128,4.67,0
PR,81925,-25.548198431938523,-49.266005146431922,351,4.67,0
PR,83322,-25.458224976716931,-49.18497293290141,273,4.67,0
PR,83800,-25.770383610713115,-49.324801846053461,555,4.67,0
RS,92010,-29.916961604485,-51.179846893413057,276,4.67,0
RS,93347,-29.682879324211488,-51.165420941482687,72,4.67,0
RS,95560,-29.341142468184547,-49.744919591152296,831,4.67,0
RS,95650,-29.571977530057968,-50.794729763963346,504,4.67,0
RS,96816,-29.694897931782549,-52.442508495079927,36,4.67,0
SC,89190,-27.118392469189256,-49.999646980328485,276,4.67,0
SC,89650,-26.998521324070396,-51.411579838730134,219,4.67,0
SP,2544,-23.488927155223411,-46.6609183210033,45,4.67,0
SP,3060,-23.538432671918383,-46.586993819209091,93,4.67,0
SP,3244,-23.603832673240486,-46.540862440609374,666,4.67,0
SP,3416,-23.56098128794099,-46.549360979552965,96,4.67,0
SP,4275,-23.593839172785927,-46.616458668967972,240,4.67,0
SP,5048,-23.531259230328416,-46.697354479806755,120,4.67,0
SP,5615,-23.587305819532,-46.717407099615272,285,4.67,0
SP,5685,-23.607023885737181,-46.704933088565888,324,4.67,0
SP,6280,-23.509788585391924,-46.766848536720907,198,4.67,0
SP,6409,-23.494157715852854,-46.896106142778635,108,4.67,0
SP,6539,-23.465039451411542,-46.884996663725033,423,4.67,0
SP,6711,-23.606018265096537,-46.839194093263266,3840,4.67,0
SP,7192,-23.452202665497065,-46.506435520395627,135,4.67,0
SP,12916,-22.981754447933259,-46.534030892457878,411,4.67,0
SP,18076,-23.464204707776595,-47.471456660102113,393,4.67,0
SP,18200,-23.587565723331036,-48.04486901382986,711,4.67,0
SP,18590,-23.110602286087335,-48.262470448819585,159,4.67,0
SP,19906,-22.984705982797635,-49.881834805384777,255,4.67,0
SP,13224,-23.218702229039696,-46.832495908625269,1802,4.68,0
MG,39740,-18.775765183946621,-42.93166199720477,1950,4.7,0
RJ,26525,-22.805706631753829,-43.423079052406656,3749,4.7,0
SP,1126,-23.527066549337565,-46.639152786808395,340,4.7,0
SP,3168,-23.554397891852155,-46.595689634405453,360,4.7,0
ES,29260,-20.354207043410629,-40.703285268955995,1554,4.71,0
MG,32280,-19.947328457633105,-44.057828694507052,1645,4.71,0
SC,88490,-27.978665492288251,-48.68271760811335,154,4.71,0
SC,89036,-26.918216834656103,-49.0939537515291,1819,4.71,0
SP,2040,-23.489659960014418,-46.622571665092948,385,4.71,0
SP,4282,-23.607575585182431,-46.611040297577595,175,4.71,0
SP,12224,-23.178300100887494,-45.823462362520274,700,4.71,0
SP,15052,-20.762171380404613,-49.364295130044951,119,4.71,0
SP,13503,-22.412926935778408,-47.579295877009358,6177,4.72,0
DF,71931,-15.836793380445979,-48.039553324175358,66,4.73,0
SC,89217,-26.287074320291691,-48.873739813753708,627,4.73,0
SP,6150,-23.570255901395466,-46.811308031928867,2442,4.73,0
SP,9633,-23.654337222511007,-46.567209265542552,66,4.73,0
SP,13487,-22.583825650676161,-47.376386109496877,885,4.73,0
DF,71065,-15.842610145347997,-47.975782747526154,364,4.75,0
MG,31560,-19.838499894736241,-43.974411819358004,644,4.75,0
MG,35930,-19.814703705251684,-43.170408968379533,1580,4.75,0
MG,36300,-21.134454549709318,-44.262165019087789,1104,4.75,0
PR,86804,-23.540600801452669,-51.45119611921,312,4.75,0
RS,92420,-29.885329953059234,-51.17823714857105,376,4.75,0
RS,95910,-29.430823732155332,-51.993777186673917,52,4.75,0
SC,88135,-27.678198545039596,-48.687096816464233,1236,4.75,0
SP,3138,-23.587419154500633,-46.581435332792104,176,4.75,0
SP,3280,-23.583551201893478,-46.537383667805841,472,4.75,0
SP,3382,-23.579998075392691,-46.53127968561288,124,4.75,0
SP,3658,-23.528139936982033,-46.500663652771422,176,4.75,0
SP,4319,-23.647404304203995,-46.636570013037336,72,4.75,0
SP,6283,-23.514445473398524,-46.76816095053011,1616,4.75,0
SP,6473,-23.483674050261392,-46.863477002841172,436,4.75,0
SP,7024,-23.478910049737898,-46.538241484997258,180,4.75,0
SP,9336,-23.663212563450806,-46.415286664885187,16,4.75,0
SP,9370,-23.678575022664635,-46.465083877454653,1052,4.75,0
SP,9687,-23.67339363342445,-46.59524050907028,68,4.75,0
SP,16306,-21.414851214679825,-50.088172776728292,100,4.75,0
PR,85640,-25.919858316718646,-53.474343929608338,2650,4.76,0
RJ,28941,-22.809810356113033,-42.164405297717671,2795,4.77,0
SP,2752,-23.494196758997603,-46.682930602863657,299,4.77,0
SP,17051,-22.330985092726326,-49.099944067844071,2573,4.77,0
DF,70767,-15.745499125961471,-47.89486592426568,882,4.78,0
MG,32180,-19.86725238995006,-44.029978433938879,639,4.78,0
PR,83820,-25.644495135616729,-49.300917691658647,801,4.78,0
RS,95072,-29.17329904837948,-51.151789714747231,189,4.78,0
SP,14080,-21.154639915189836,-47.80275271383767,1188,4.78,0
RN,59152,-5.8865634527880815,-35.208241315938253,1260,4.79,0
BA,48602,-9.4044677673440518,-38.222337498861826,365,4.8,0
MG,30310,-19.946634191819108,-43.9285228102964,5860,4.8,0
PR,85903,-24.718385807053014,-53.758962630285751,530,4.8,0
PR,87020,-23.412914306185957,-51.942038144347286,3070,4.8,0
RJ,27274,-22.507733189998785,-44.129543352427078,385,4.8,0
RS,91910,-30.103114340162886,-51.242610992939923,1200,4.8,0
RS,94410,-30.08355139038262,-51.0218050150084,355,4.8,0
RS,95059,-29.116038450057829,-51.125634805106145,850,4.8,0
SC,88705,-28.478878471630878,-48.995878610833742,610,4.8,0
SP,1210,-23.540039340558913,-46.64209131081347,200,4.8,0
SP,2918,-23.495854832279331,-46.716851663819753,220,4.8,0
SP,3311,-23.543676442725722,-46.564045869879571,310,4.8,0
SP,4009,-23.589118759742831,-46.63631366826862,70,4.8,0
SP,4308,-23.644692702501338,-46.639567248138341,140,4.8,0
SP,4364,-23.650228061106279,-46.670813358686118,330,4.8,0
SP,4711,-23.627289256892848,-46.70094897060514,295,4.8,0
SP,4827,-23.721614977225553,-46.7017825002926,240,4.8,0
SP,9831,-23.792495614905764,-46.540337602102213,475,4.8,0
SP,12604,-22.731494876815482,-45.10876763793231,340,4.8,0
SP,13084,-22.823420763935186,-47.087192956804039,535,4.8,0
SP,89052,-26.891021758568961,-49.073742459045086,400,4.8,0
MG,30431,-19.935486917207523,-43.9668497178044,4037,4.82,0
RS,95110,-29.19085626647707,-51.230239498165723,1298,4.82,0
SP,4058,-23.610279226711651,-46.648223332198725,289,4.82,0
SC,89052,-26.891021758568957,-49.073742459045079,480,4.83,0
SP,2334,-23.483995245797551,-46.619583993019688,330,4.83,0
SP,3062,-23.541084308411939,-46.589429401756824,408,4.83,0
SP,4307,-23.623679467120162,-46.636850065841251,306,4.83,0
SP,5311,-23.528383826116421,-46.739954255326687,1284,4.83,0
SP,5462,-23.558964574972258,-46.704450419433,162,4.83,0
SP,5727,-23.6266482450248,-46.739508945435013,1026,4.83,0
SP,3563,-23.546481275257442,-46.491890658962951,1680,4.85,0
SP,13465,-22.743739077121912,-47.336997388190547,3276,4.85,0
PR,80020,-25.430044083996439,-49.271257314577717,1386,4.86,0
PR,84020,-25.079960387465668,-50.132557804400307,581,4.86,0
SP,1411,-23.564247867542981,-46.664059567949941,784,4.86,0
SP,5186,-23.434724295187745,-46.751447996209038,560,4.86,0
SP,6763,-23.611337140429214,-46.760748712481593,1106,4.86,0
SP,15155,-20.884709308834225,-49.571920762950214,224,4.86,0
PR,86065,-23.303868607363363,-51.203187655513645,867,4.88,0
PR,87035,-23.387797682667003,-51.908930738129712,576,4.88,0
RS,94965,-29.904950693956568,-51.07030394103,576,4.88,0
SP,3641,-23.523897299105567,-46.5449925177391,304,4.88,0
SP,11443,-23.979090612559922,-46.205438402194993,992,4.88,0
RJ,22061,-22.975419252327104,-43.192633652194786,1908,4.89,0
RS,95800,-29.611110671457659,-52.193313555031068,2079,4.89,0
SP,2515,-23.51020765344548,-46.657889882698228,162,4.89,0
SP,14780,-20.556279636011336,-48.57186491314684,2601,4.89,0
SC,88075,-27.585486027486759,-48.579890126623177,1430,4.9,0
SP,1214,-23.538842493961859,-46.645230453060151,610,4.9,0
SP,3057,-23.541183796388012,-46.596844045911247,550,4.9,0
SP,5879,-23.688713388674564,-46.79261135376148,980,4.9,0
SP,2992,-23.448820684410215,-46.7287636262974,897,4.92,0
PR,80710,-25.428323460810248,-49.299817902252705,1887,4.94,0
SC,88210,-27.157281668766132,-48.57004704358004,1472,4.94,0
MS,79107,-20.432321996509561,-54.672139206007905,320,4.95,0
RN,59020,-5.7922443627286979,-35.201519792539237,2691,4.96,0
BA,40130,-13.002628751515164,-38.528707818157493,65,5,0
BA,40285,-12.988918879886928,-38.488110199196285,204,5,0
BA,44895,-11.76948844484253,-41.901853481246086,11,5,0
BA,44900,-11.30416444637344,-41.855805030013435,217,5,0
CE,60440,-3.7583961685805858,-38.568176450337852,69,5,0
CE,61800,-3.9538412260976612,-38.615167640864634,14,5,0
DF,70070,-15.784913720927284,-47.893015075867147,30,5,0
DF,70384,-15.827493762553393,-47.924432502577922,69,5,0
DF,70856,-15.761386740900727,-47.878923175945935,240,5,0
DF,72125,-15.813120200273898,-48.067734475063745,513,5,0
